season,team,id,headshot,firstName,lastName,positionCode,shootsCatches,sweaterNumber,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince,pos_F,pos_D,pos_G,hand_R,hand_L
2023,COL,8474189,https://assets.nhle.com/mugs/nhl/20222023/COL/8474189.png,Lars,Eller,C,L,20,74,205,188,93,1989-05-08,Rodovre,DNK,"",1,0,0,0,1
2023,COL,8482147,https://assets.nhle.com/mugs/nhl/20222023/COL/8482147.png,Jean-Luc,Foudy,C,R,93,71,177,180,80,2002-05-13,Scarborough,CAN,Ontario,1,0,0,1,0
2023,COL,8476851,https://assets.nhle.com/mugs/nhl/20222023/COL/8476851.png,Alex,Galchenyuk,C,L,47,73,194,185,88,1994-02-12,Milwaukee,USA,Wisconsin,1,0,0,0,1
2023,COL,8471794,https://assets.nhle.com/mugs/nhl/20222023/COL/8471794.png,Darren,Helm,C,L,43,72,192,183,87,1987-01-21,St. Andrews,CAN,Manitoba,1,0,0,0,1
2023,COL,8476948,https://assets.nhle.com/mugs/nhl/20222023/COL/8476948.png,Charles,Hudon,L,L,54,70,190,178,86,1994-06-23,Alma,CAN,Quebec,1,0,0,0,1
2023,COL,8478211,https://assets.nhle.com/mugs/nhl/20222023/COL/8478211.png,Dryden,Hunt,L,L,22,72,193,183,88,1995-11-24,Cranbrook,CAN,British Columbia,1,0,0,0,1
2023,COL,8480822,https://assets.nhle.com/mugs/nhl/20222023/COL/8480822.png,Martin,Kaut,R,R,61,74,190,188,86,1999-10-02,Brno,CZE,"",1,0,0,1,0
2023,COL,8477476,https://assets.nhle.com/mugs/nhl/20222023/COL/8477476.png,Artturi,Lehkonen,L,L,62,71,179,180,81,1995-07-04,Piikkio,FIN,"",1,0,0,0,1
2023,COL,8477492,https://assets.nhle.com/mugs/nhl/20222023/COL/8477492.png,Nathan,MacKinnon,C,R,29,72,200,183,91,1995-09-01,Halifax,CAN,Nova Scotia,1,0,0,1,0
2023,COL,8478843,https://assets.nhle.com/mugs/nhl/20222023/COL/8478843.png,Denis,Malgin,C,R,81,69,182,175,83,1997-01-18,Olten,CHE,"",1,0,0,1,0
2023,COL,8479573,https://assets.nhle.com/mugs/nhl/20222023/COL/8479573.png,Mikhail,Maltsev,L,L,57,75,198,191,90,1998-03-12,St. Petersburg,RUS,"",1,0,0,0,1
2023,COL,8477126,https://assets.nhle.com/mugs/nhl/20222023/COL/8477126.png,Jayson,Megna,C,R,12,73,195,185,88,1990-02-01,Fort Lauderdale,USA,Florida,1,0,0,1,0
2023,COL,8483570,https://assets.nhle.com/mugs/nhl/20222023/COL/8483570.png,Ben,Meyers,C,L,59,71,194,180,88,1998-11-15,Delano,USA,Minnesota,1,0,0,0,1
2023,COL,8481618,https://assets.nhle.com/mugs/nhl/20222023/COL/8481618.png,Alex,Newhook,C,L,18,70,190,178,86,2001-01-28,St. John's,CAN,Newfoundland and Labrador,1,0,0,0,1
2023,COL,8477501,https://assets.nhle.com/mugs/nhl/20222023/COL/8477501.png,Valeri,Nichushkin,R,L,13,76,210,193,95,1995-03-04,Chelyabinsk,RUS,"",1,0,0,0,1
2023,COL,8476442,https://assets.nhle.com/mugs/nhl/20222023/COL/8476442.png,Matt,Nieto,L,L,83,71,187,180,85,1992-11-05,Long Beach,USA,California,1,0,0,0,1
2023,COL,8481186,https://assets.nhle.com/mugs/nhl/20222023/COL/8481186.png,Logan,O'Connor,R,R,25,72,175,183,79,1996-08-14,Missouri City,USA,Texas,1,0,0,1,0
2023,COL,8482712,https://assets.nhle.com/mugs/nhl/20222023/COL/8482712.png,Oskar,Olausson,R,L,27,73,180,185,82,2002-11-10,Stockholm,SWE,"",1,0,0,0,1
2023,COL,8480846,https://assets.nhle.com/mugs/nhl/20222023/COL/8480846.png,Sampo,Ranta,L,L,75,74,195,188,88,2000-05-31,Naantali,FIN,"",1,0,0,0,1
2023,COL,8478420,https://assets.nhle.com/mugs/nhl/20222023/COL/8478420.png,Mikko,Rantanen,R,L,96,76,215,193,98,1996-10-29,Nousiainen,FIN,"",1,0,0,0,1
2023,COL,8478542,https://assets.nhle.com/mugs/nhl/20222023/COL/8478542.png,Evan,Rodrigues,C,R,9,71,184,180,83,1993-07-28,Toronto,CAN,Ontario,1,0,0,1,0
2023,COL,8476310,https://assets.nhle.com/mugs/nhl/20222023/COL/8476310.png,Lukas,Sedlak,C,L,22,72,205,183,93,1993-02-25,České Budějovice,CZE,"",1,0,0,0,1
2023,COL,8481524,https://assets.nhle.com/mugs/nhl/20222023/COL/8481524.png,Bowen ,Byram,D,L,4,73,190,185,86,2001-06-13,Cranbrook,CAN,British Columbia,0,0,0,0,1
2023,COL,8477971,https://assets.nhle.com/mugs/nhl/20222023/COL/8477971.png,Andreas,Englund,D,L,88,75,189,191,86,1996-01-21,Stockholm,SWE,"",0,0,0,0,1
2023,COL,8479398,https://assets.nhle.com/mugs/nhl/20222023/COL/8479398.png,Samuel,Girard,D,L,49,70,170,178,77,1998-05-12,Roberval,CAN,Quebec,0,0,0,0,1
2023,COL,8476779,https://assets.nhle.com/mugs/nhl/20222023/COL/8476779.png,Brad,Hunt,D,L,17,69,177,175,80,1988-08-24,Maple Ridge,CAN,British Columbia,0,0,0,0,1
2023,COL,8473446,https://assets.nhle.com/mugs/nhl/20222023/COL/8473446.png,Erik,Johnson,D,R,6,76,225,193,102,1988-03-21,Bloomington,USA,Minnesota,0,0,0,1,0
2023,COL,8471677,https://assets.nhle.com/mugs/nhl/20222023/COL/8471677.png,Jack,Johnson,D,L,3,73,227,185,103,1987-01-13,Indianapolis,USA,Indiana,0,0,0,0,1
2023,COL,8477073,https://assets.nhle.com/mugs/nhl/20222023/COL/8477073.png,Kurtis,MacDermid,D,L,56,77,233,196,106,1994-03-25,Sauble Beach,CAN,Ontario,0,0,0,0,1
2023,COL,8479439,https://assets.nhle.com/mugs/nhl/20222023/COL/8479439.png,Jacob,MacDonald,D,L,26,72,204,183,93,1993-02-26,Portland,USA,Oregon,0,0,0,0,1
2023,COL,8480069,https://assets.nhle.com/mugs/nhl/20222023/COL/8480069.png,Cale,Makar,D,R,8,71,187,180,85,1998-10-30,Calgary,CAN,Alberta,0,0,0,1,0
2023,COL,8476312,https://assets.nhle.com/mugs/nhl/20222023/COL/8476312.png,Josh,Manson,D,R,42,75,218,191,99,1991-10-07,Hinsdale,USA,Illinois,0,0,0,1,0
2023,COL,8478038,https://assets.nhle.com/mugs/nhl/20222023/COL/8478038.png,Devon,Toews,D,L,7,73,191,185,87,1994-02-21,Abbotsford,CAN,British Columbia,0,0,0,0,1
2023,COL,8481020,https://assets.nhle.com/mugs/nhl/20222023/COL/8481020.png,Justus,Annunen,G,L,60,76,210,193,95,2000-03-11,Kempele,FIN,"",0,0,1,0,1
2023,COL,8480925,https://assets.nhle.com/mugs/nhl/20222023/COL/8480925.png,Pavel,Francouz,G,R,39,72,179,183,81,1990-06-03,Plzen,CZE,"",0,0,1,1,0
2023,COL,8480382,https://assets.nhle.com/mugs/nhl/20222023/COL/8480382.png,Alexandar,Georgiev,G,L,40,73,178,185,81,1996-02-10,Ruse,BGR,"",0,0,1,0,1
2023,COL,8477992,https://assets.nhle.com/mugs/nhl/20222023/COL/8477992.png,Jonas,Johansson,G,L,31,77,220,196,100,1995-09-19,Gavle,SWE,"",0,0,1,0,1
2023,COL,8476234,https://assets.nhle.com/mugs/nhl/20222023/COL/8476234.png,Keith,Kinkaid,G,L,30,74,195,188,88,1989-07-04,Farmingville,USA,New York,0,0,1,0,1
2023,DAL,8473994,https://assets.nhle.com/mugs/nhl/20222023/DAL/8473994.png,Jamie,Benn,L,L,14,74,205,188,93,1989-07-18,Victoria,CAN,British Columbia,1,0,0,0,1
2023,DAL,8481712,https://assets.nhle.com/mugs/nhl/20222023/DAL/8481712.png,Matej,Blumel,R,L,22,72,200,183,91,2000-05-31,Tabor,CZE,"",1,0,0,0,1
2023,DAL,8474149,https://assets.nhle.com/mugs/nhl/20222023/DAL/8474149.png,Evgenii,Dadonov,R,L,63,71,189,180,86,1989-03-12,Chelyabinsk,RUS,"",1,0,0,0,1
2023,DAL,8480848,https://assets.nhle.com/mugs/nhl/20222023/DAL/8480848.png,Ty,Dellandrea,C,R,10,73,195,185,88,2000-07-21,Port Perry,CAN,Ontario,1,0,0,1,0
2023,DAL,8477503,https://assets.nhle.com/mugs/nhl/20222023/DAL/8477503.png,Max,Domi,C,L,18,70,194,178,88,1995-03-02,Winnipeg,CAN,Manitoba,1,0,0,0,1
2023,DAL,8476889,https://assets.nhle.com/mugs/nhl/20222023/DAL/8476889.png,Radek,Faksa,C,L,12,75,225,191,102,1994-01-09,Vitkov,CZE,"",1,0,0,0,1
2023,DAL,8476822,https://assets.nhle.com/mugs/nhl/20222023/DAL/8476822.png,Luke,Glendening,C,R,11,71,190,180,86,1989-04-28,Grand Rapids,USA,Michigan,1,0,0,1,0
2023,DAL,8478495,https://assets.nhle.com/mugs/nhl/20222023/DAL/8478495.png,Denis,Gurianov,R,L,34,75,205,191,93,1997-06-07,Togliatti,RUS,"",1,0,0,0,1
2023,DAL,8478449,https://assets.nhle.com/mugs/nhl/20222023/DAL/8478449.png,Roope,Hintz,C,L,24,75,215,191,98,1996-11-17,Tampere,FIN,"",1,0,0,0,1
2023,DAL,8482740,https://assets.nhle.com/mugs/nhl/20222023/DAL/8482740.png,Wyatt,Johnston,C,R,53,73,185,185,84,2003-05-14,Toronto,CAN,Ontario,1,0,0,1,0
2023,DAL,8479518,https://assets.nhle.com/mugs/nhl/20222023/DAL/8479518.png,Fredrik,Karlström,C,L,51,75,200,191,91,1998-01-12,Stockholm,SWE,"",1,0,0,0,1
2023,DAL,8481641,https://assets.nhle.com/mugs/nhl/20222023/DAL/8481641.png,Joel,Kiviranta,L,L,25,71,185,180,84,1996-03-23,Vantaa,FIN,"",1,0,0,0,1
2023,DAL,8478975,https://assets.nhle.com/mugs/nhl/20222023/DAL/8478975.png,Mason,Marchment,L,L,27,76,210,193,95,1995-06-18,Uxbridge,CAN,Ontario,1,0,0,0,1
2023,DAL,8478028,https://assets.nhle.com/mugs/nhl/20222023/DAL/8478028.png,Fredrik,Olofsson,L,L,42,74,190,188,86,1996-05-27,Helsingborg,SWE,"",1,0,0,0,1
2023,DAL,8470794,https://assets.nhle.com/mugs/nhl/20222023/DAL/8470794.png,Joe,Pavelski,C,R,16,71,200,180,91,1984-07-11,Plover,USA,Wisconsin,1,0,0,1,0
2023,DAL,8480216,https://assets.nhle.com/mugs/nhl/20222023/DAL/8480216.png,Jacob,Peterson,C,L,40,73,180,185,82,1999-07-19,Lidkoping,SWE,"",1,0,0,0,1
2023,DAL,8480027,https://assets.nhle.com/mugs/nhl/20222023/DAL/8480027.png,Jason,Robertson,L,L,21,75,200,191,91,1999-07-22,Arcadia,USA,California,1,0,0,0,1
2023,DAL,8475794,https://assets.nhle.com/mugs/nhl/20222023/DAL/8475794.png,Tyler,Seguin,C,R,91,73,205,185,93,1992-01-31,Brampton,CAN,Ontario,1,0,0,1,0
2023,DAL,8480226,https://assets.nhle.com/mugs/nhl/20222023/DAL/8480226.png,Marián,Studenic,L,L,43,73,190,185,86,1998-10-28,Skalica,SVK,"",1,0,0,0,1
2023,DAL,8479362,https://assets.nhle.com/mugs/nhl/20222023/DAL/8479362.png,Riley,Tufte,L,L,15,78,230,198,104,1998-04-10,Coon Rapids,USA,Minnesota,1,0,0,0,1
2023,DAL,8475825,https://assets.nhle.com/mugs/nhl/20222023/DAL/8475825.png,Jani,Hakanpää,D,R,2,78,225,198,102,1992-03-31,Kirkkonummi,FIN,"",0,0,0,1,0
2023,DAL,8477810,https://assets.nhle.com/mugs/nhl/20222023/DAL/8477810.png,Joel,Hanley,D,L,44,71,190,180,86,1991-06-08,Keswick,CAN,Ontario,0,0,0,0,1
2023,DAL,8481581,https://assets.nhle.com/mugs/nhl/20222023/DAL/8481581.png,Thomas,Harley,D,L,55,75,205,191,93,2001-08-19,Syracuse,USA,New York,0,0,0,0,1
2023,DAL,8480036,https://assets.nhle.com/mugs/nhl/20222023/DAL/8480036.png,Miro,Heiskanen,D,L,4,73,195,185,88,1999-07-18,Espoo,FIN,"",0,0,0,0,1
2023,DAL,8476902,https://assets.nhle.com/mugs/nhl/20222023/DAL/8476902.png,Esa,Lindell,D,L,23,75,220,191,100,1994-05-23,Vantaa,FIN,"",0,0,0,0,1
2023,DAL,8480878,https://assets.nhle.com/mugs/nhl/20222023/DAL/8480878.png,Nils,Lundkvist,D,R,5,71,190,180,86,2000-07-27,Pitea,SWE,"",0,0,0,1,0
2023,DAL,8476525,https://assets.nhle.com/mugs/nhl/20222023/DAL/8476525.png,Colin,Miller,D,R,6,73,200,185,91,1992-10-29,Sault Ste. Marie,CAN,Ontario,0,0,0,1,0
2023,DAL,8470600,https://assets.nhle.com/mugs/nhl/20222023/DAL/8470600.png,Ryan,Suter,D,L,20,73,205,185,93,1985-01-21,Madison,USA,Wisconsin,0,0,0,0,1
2023,DAL,8483575,https://assets.nhle.com/mugs/nhl/20222023/DAL/8483575.png,Matt,Murray,G,L,32,73,200,185,91,1998-02-02,St. Albert,CAN,Alberta,0,0,1,0,1
2023,DAL,8479979,https://assets.nhle.com/mugs/nhl/20222023/DAL/8479979.png,Jake,Oettinger,G,L,29,77,220,196,100,1998-12-18,Lakeville,USA,Minnesota,0,0,1,0,1
2023,DAL,8475809,https://assets.nhle.com/mugs/nhl/20222023/DAL/8475809.png,Scott,Wedgewood,G,L,41,74,205,188,93,1992-08-14,Brampton,CAN,Ontario,0,0,1,0,1
2023,DET,8481013,https://assets.nhle.com/mugs/nhl/20222023/DET/8481013.png,Jonatan,Berggren,R,L,52,71,197,180,89,2000-07-16,Uppsala,SWE,"",1,0,0,0,1
2023,DET,8477479,https://assets.nhle.com/mugs/nhl/20222023/DET/8477479.png,Tyler,Bertuzzi,L,L,59,73,186,185,84,1995-02-24,Sudbury,CAN,Ontario,1,0,0,0,1
2023,DET,8475163,https://assets.nhle.com/mugs/nhl/20222023/DET/8475163.png,Alex,Chiasson,R,R,48,76,208,193,94,1990-10-01,Montréal,CAN,Quebec,1,0,0,1,0
2023,DET,8477429,https://assets.nhle.com/mugs/nhl/20222023/DET/8477429.png,Andrew,Copp,C,L,18,73,199,185,90,1994-07-08,Ann Arbor,USA,Michigan,1,0,0,0,1
2023,DET,8478512,https://assets.nhle.com/mugs/nhl/20222023/DET/8478512.png,Austin,Czarnik,C,R,21,69,170,175,77,1992-12-12,Detroit,USA,Michigan,1,0,0,1,0
2023,DET,8477454,https://assets.nhle.com/mugs/nhl/20222023/DET/8477454.png,Adam,Erne,L,L,73,73,212,185,96,1995-04-20,New Haven,USA,Connecticut,1,0,0,0,1
2023,DET,8477952,https://assets.nhle.com/mugs/nhl/20222023/DET/8477952.png,Robby,Fabbri,C,L,14,71,185,180,84,1996-01-22,Mississauga,CAN,Ontario,1,0,0,0,1
2023,DET,8481433,https://assets.nhle.com/mugs/nhl/20222023/DET/8481433.png,Taro,Hirose,L,L,25,70,162,178,73,1996-06-30,Calgary,CAN,Alberta,1,0,0,0,1
2023,DET,8483464,https://assets.nhle.com/mugs/nhl/20222023/DET/8483464.png,Marco,Kasper,C,L,92,73,183,185,83,2004-04-08,Innsbruck,AUT,"",1,0,0,0,1
2023,DET,8477330,https://assets.nhle.com/mugs/nhl/20222023/DET/8477330.png,Dominik,Kubalik,L,L,81,74,190,188,86,1995-08-21,Plzen,CZE,"",1,0,0,0,1
2023,DET,8477946,https://assets.nhle.com/mugs/nhl/20222023/DET/8477946.png,Dylan,Larkin,C,L,71,73,198,185,90,1996-07-30,Waterford,USA,Michigan,1,0,0,0,1
2023,DET,8479644,https://assets.nhle.com/mugs/nhl/20222023/DET/8479644.png,Matt,Luff,R,R,22,74,196,188,89,1997-05-05,Oakville,CAN,Ontario,1,0,0,1,0
2023,DET,8474102,https://assets.nhle.com/mugs/nhl/20222023/DET/8474102.png,David,Perron,L,R,57,73,196,185,89,1988-05-28,Sherbrooke,CAN,Quebec,1,0,0,1,0
2023,DET,8479992,https://assets.nhle.com/mugs/nhl/20222023/DET/8479992.png,Michael,Rasmussen,C,L,27,78,211,198,96,1999-04-17,Surrey,CAN,British Columbia,1,0,0,0,1
2023,DET,8482078,https://assets.nhle.com/mugs/nhl/20222023/DET/8482078.png,Lucas,Raymond,L,R,23,71,176,180,80,2002-03-28,Gothenburg,SWE,"",1,0,0,1,0
2023,DET,8479379,https://assets.nhle.com/mugs/nhl/20222023/DET/8479379.png,Givani,Smith,R,L,48,74,214,188,97,1998-02-27,Toronto,CAN,Ontario,1,0,0,0,1
2023,DET,8481725,https://assets.nhle.com/mugs/nhl/20222023/DET/8481725.png,Elmer,Soderblom,L,L,85,80,246,203,112,2001-07-05,Gothenburg,SWE,"",1,0,0,0,1
2023,DET,8476897,https://assets.nhle.com/mugs/nhl/20222023/DET/8476897.png,Oskar,Sundqvist,C,R,70,75,220,191,100,1994-03-23,Boden,SWE,"",1,0,0,1,0
2023,DET,8480459,https://assets.nhle.com/mugs/nhl/20222023/DET/8480459.png,Pius,Suter,C,L,24,71,179,180,81,1996-05-24,Zurich,CHE,"",1,0,0,0,1
2023,DET,8480813,https://assets.nhle.com/mugs/nhl/20222023/DET/8480813.png,Joe,Veleno,C,L,90,73,203,185,92,2000-01-13,Montréal,CAN,Quebec,1,0,0,0,1
2023,DET,8477944,https://assets.nhle.com/mugs/nhl/20222023/DET/8477944.png,Jakub,Vrana,L,L,15,72,190,183,86,1996-02-28,Prague,CZE,"",1,0,0,0,1
2023,DET,8480821,https://assets.nhle.com/mugs/nhl/20222023/DET/8480821.png,Filip,Zadina,R,L,11,72,190,183,86,1999-11-27,Pardubice,CZE,"",1,0,0,0,1
2023,DET,8475279,https://assets.nhle.com/mugs/nhl/20222023/DET/8475279.png,Ben,Chiarot,D,L,8,75,232,191,105,1991-05-09,Hamilton,CAN,Ontario,0,0,0,0,1
2023,DET,8482762,https://assets.nhle.com/mugs/nhl/20222023/DET/8482762.png,Simon,Edvinsson,D,L,3,78,209,198,95,2003-02-05,Kungsbacka,SWE,"",0,0,0,0,1
2023,DET,8477462,https://assets.nhle.com/mugs/nhl/20222023/DET/8477462.png,Robert,Hagg,D,L,38,74,210,188,95,1995-02-08,Uppsala,SWE,"",0,0,0,0,1
2023,DET,8479425,https://assets.nhle.com/mugs/nhl/20222023/DET/8479425.png,Filip,Hronek,D,R,17,72,190,183,86,1997-11-02,Hradec Kralove,CZE,"",0,0,0,1,0
2023,DET,8480184,https://assets.nhle.com/mugs/nhl/20222023/DET/8480184.png,Gustav,Lindström,D,R,28,74,186,188,84,1998-10-20,Ostervala,SWE,"",0,0,0,1,0
2023,DET,8476874,https://assets.nhle.com/mugs/nhl/20222023/DET/8476874.png,Olli,Maatta,D,L,2,74,207,188,94,1994-08-22,Jyväskylä,FIN,"",0,0,0,0,1
2023,DET,8477851,https://assets.nhle.com/mugs/nhl/20222023/DET/8477851.png,Jordan,Oesterle,D,L,82,72,187,183,85,1992-06-25,Dearborn Heights,USA,Michigan,0,0,0,0,1
2023,DET,8481542,https://assets.nhle.com/mugs/nhl/20222023/DET/8481542.png,Moritz,Seider,D,R,53,76,204,193,93,2001-04-06,Zell,DEU,"",0,0,0,1,0
2023,DET,8478013,https://assets.nhle.com/mugs/nhl/20222023/DET/8478013.png,Jake,Walman,D,L,96,74,215,188,98,1996-02-20,Toronto,CAN,Ontario,0,0,0,0,1
2023,DET,8476433,https://assets.nhle.com/mugs/nhl/20222023/DET/8476433.png,Magnus,Hellberg,G,L,45,78,220,198,100,1991-04-04,Uppsala,SWE,"",0,0,1,0,1
2023,DET,8478024,https://assets.nhle.com/mugs/nhl/20222023/DET/8478024.png,Ville,Husso,G,L,35,75,200,191,91,1995-02-06,Helsinki,FIN,"",0,0,1,0,1
2023,DET,8477968,https://assets.nhle.com/mugs/nhl/20222023/DET/8477968.png,Alex,Nedeljkovic,G,L,39,72,208,183,94,1996-01-07,Parma,USA,Ohio,0,0,1,0,1
2023,EDM,8479347,https://assets.nhle.com/mugs/nhl/20222023/EDM/8479347.png,Tyler,Benson,L,L,16,72,190,183,86,1998-03-15,Edmonton,CAN,Alberta,1,0,0,0,1
2023,EDM,8475760,https://assets.nhle.com/mugs/nhl/20222023/EDM/8475760.png,Nick,Bjugstad,C,R,72,78,209,198,95,1992-07-17,Minneapolis,USA,Minnesota,1,0,0,1,0
2023,EDM,8477934,https://assets.nhle.com/mugs/nhl/20222023/EDM/8477934.png,Leon,Draisaitl,C,L,29,74,208,188,94,1995-10-27,Cologne,DEU,"",1,0,0,0,1
2023,EDM,8477998,https://assets.nhle.com/mugs/nhl/20222023/EDM/8477998.png,Warren,Foegele,L,L,37,74,198,188,90,1996-04-01,Markham,CAN,Ontario,1,0,0,0,1
2023,EDM,8480468,https://assets.nhle.com/mugs/nhl/20222023/EDM/8480468.png,James,Hamblin,L,L,57,69,176,175,80,1999-04-27,Edmonton,CAN,Alberta,1,0,0,0,1
2023,EDM,8482077,https://assets.nhle.com/mugs/nhl/20222023/EDM/8482077.png,Dylan,Holloway,L,L,55,73,203,185,92,2001-09-23,Calgary,CAN,Alberta,1,0,0,0,1
2023,EDM,8475786,https://assets.nhle.com/mugs/nhl/20222023/EDM/8475786.png,Zach,Hyman,L,R,18,73,211,185,96,1992-06-09,Toronto,CAN,Ontario,1,0,0,1,0
2023,EDM,8477406,https://assets.nhle.com/mugs/nhl/20222023/EDM/8477406.png,Mattias,Janmark,C,L,26,73,205,185,93,1992-12-08,Danderyd,SWE,"",1,0,0,0,1
2023,EDM,8475169,https://assets.nhle.com/mugs/nhl/20222023/EDM/8475169.png,Evander,Kane,L,L,91,74,210,188,95,1991-08-02,Vancouver,CAN,British Columbia,1,0,0,0,1
2023,EDM,8480011,https://assets.nhle.com/mugs/nhl/20222023/EDM/8480011.png,Klim,Kostin,C,L,21,75,215,191,98,1999-05-05,Penza,RUS,"",1,0,0,0,1
2023,EDM,8474089,https://assets.nhle.com/mugs/nhl/20222023/EDM/8474089.png,Brad,Malone,C,L,24,74,217,188,98,1989-05-20,Miramichi,CAN,New Brunswick,1,0,0,0,1
2023,EDM,8478402,https://assets.nhle.com/mugs/nhl/20222023/EDM/8478402.png,Connor,McDavid,C,L,97,73,193,185,88,1997-01-13,Richmond Hill,CAN,Ontario,1,0,0,0,1
2023,EDM,8480802,https://assets.nhle.com/mugs/nhl/20222023/EDM/8480802.png,Ryan,McLeod,C,L,71,74,207,188,94,1999-09-21,Mississauga,CAN,Ontario,1,0,0,0,1
2023,EDM,8476454,https://assets.nhle.com/mugs/nhl/20222023/EDM/8476454.png,Ryan,Nugent-Hopkins,C,L,93,72,195,183,88,1993-04-12,Burnaby,CAN,British Columbia,1,0,0,0,1
2023,EDM,8479344,https://assets.nhle.com/mugs/nhl/20222023/EDM/8479344.png,Jesse,Puljujarvi,R,R,13,76,201,193,91,1998-05-07,Alvkarleby,SWE,"",1,0,0,1,0
2023,EDM,8478585,https://assets.nhle.com/mugs/nhl/20222023/EDM/8478585.png,Derek,Ryan,C,R,10,70,185,178,84,1986-12-29,Spokane,USA,Washington,1,0,0,1,0
2023,EDM,8476913,https://assets.nhle.com/mugs/nhl/20222023/EDM/8476913.png,Devin,Shore,C,L,19,73,206,185,93,1994-07-19,Ajax,CAN,Ontario,1,0,0,0,1
2023,EDM,8479977,https://assets.nhle.com/mugs/nhl/20222023/EDM/8479977.png,Kailer,Yamamoto,R,R,56,68,153,173,69,1998-09-29,Spokane,USA,Washington,1,0,0,1,0
2023,EDM,8475197,https://assets.nhle.com/mugs/nhl/20222023/EDM/8475197.png,Tyson,Barrie,D,R,22,71,197,180,89,1991-07-26,Victoria,CAN,British Columbia,0,0,0,1,0
2023,EDM,8480803,https://assets.nhle.com/mugs/nhl/20222023/EDM/8480803.png,Evan,Bouchard,D,R,2,75,194,191,88,1999-10-20,Oakville,CAN,Ontario,0,0,0,1,0
2023,EDM,8481598,https://assets.nhle.com/mugs/nhl/20222023/EDM/8481598.png,Philip,Broberg,D,L,86,75,199,191,90,2001-06-25,Orebro,SWE,"",0,0,0,0,1
2023,EDM,8476879,https://assets.nhle.com/mugs/nhl/20222023/EDM/8476879.png,Cody,Ceci,D,R,5,74,210,188,95,1993-12-21,Ottawa,CAN,Ontario,0,0,0,1,0
2023,EDM,8474218,https://assets.nhle.com/mugs/nhl/20222023/EDM/8474218.png,Jason,Demers,D,R,44,73,195,185,88,1988-06-09,Dorval,CAN,Quebec,0,0,0,1,0
2023,EDM,8479576,https://assets.nhle.com/mugs/nhl/20222023/EDM/8479576.png,Vincent,Desharnais,D,R,73,78,215,198,98,1996-05-29,Laval,CAN,Quebec,0,0,0,1,0
2023,EDM,8475218,https://assets.nhle.com/mugs/nhl/20222023/EDM/8475218.png,Mattias,Ekholm,D,L,14,76,215,193,98,1990-05-24,Borlange,SWE,"",0,0,0,0,1
2023,EDM,8476967,https://assets.nhle.com/mugs/nhl/20222023/EDM/8476967.png,Brett,Kulak,D,L,27,73,197,185,89,1994-01-06,Edmonton,CAN,Alberta,0,0,0,0,1
2023,EDM,8476850,https://assets.nhle.com/mugs/nhl/20222023/EDM/8476850.png,Ryan,Murray,D,L,28,73,206,185,93,1993-09-27,Regina,CAN,Saskatchewan,0,0,0,0,1
2023,EDM,8479338,https://assets.nhle.com/mugs/nhl/20222023/EDM/8479338.png,Markus,Niemelainen,D,L,80,78,190,198,86,1998-06-08,Kuopio,FIN,"",0,0,0,0,1
2023,EDM,8477498,https://assets.nhle.com/mugs/nhl/20222023/EDM/8477498.png,Darnell,Nurse,D,L,25,76,221,193,100,1995-02-04,Hamilton,CAN,Ontario,0,0,0,0,1
2023,EDM,8483158,https://assets.nhle.com/mugs/nhl/20222023/EDM/8483158.png,Matthew,Berlin,G,L,100,75,205,191,93,1998-01-20,Edmonton,CAN,Alberta,0,0,1,0,1
2023,EDM,8475789,https://assets.nhle.com/mugs/nhl/20222023/EDM/8475789.png,Jack,Campbell,G,L,36,75,207,191,94,1992-01-09,Port Huron,USA,Michigan,0,0,1,0,1
2023,EDM,8479973,https://assets.nhle.com/mugs/nhl/20222023/EDM/8479973.png,Stuart,Skinner,G,L,74,76,206,193,93,1998-11-01,Edmonton,CAN,Alberta,0,0,1,0,1
2023,FLA,8478870,https://assets.nhle.com/mugs/nhl/20222023/FLA/8478870.png,Rudolfs,Balcers,L,L,38,71,182,180,83,1997-04-08,Liepaja,LVA,"",1,0,0,0,1
2023,FLA,8477493,https://assets.nhle.com/mugs/nhl/20222023/FLA/8477493.png,Aleksander,Barkov,C,L,16,75,215,191,98,1995-09-02,Tampere,FIN,"",1,0,0,0,1
2023,FLA,8477935,https://assets.nhle.com/mugs/nhl/20222023/FLA/8477935.png,Sam,Bennett,C,L,9,73,195,185,88,1996-06-20,Holland Landing,CAN,Ontario,1,0,0,0,1
2023,FLA,8476393,https://assets.nhle.com/mugs/nhl/20222023/FLA/8476393.png,Nick,Cousins,C,L,21,71,192,180,87,1993-07-20,Belleville,CAN,Ontario,1,0,0,0,1
2023,FLA,8474610,https://assets.nhle.com/mugs/nhl/20222023/FLA/8474610.png,Zac,Dalpe,C,R,22,74,197,188,89,1989-11-01,Paris,CAN,Ontario,1,0,0,1,0
2023,FLA,8480844,https://assets.nhle.com/mugs/nhl/20222023/FLA/8480844.png,Grigori,Denisenko,L,R,14,71,186,180,84,2000-06-24,Novosibirsk,RUS,"",1,0,0,1,0
2023,FLA,8477407,https://assets.nhle.com/mugs/nhl/20222023/FLA/8477407.png,Anthony,Duclair,L,L,10,71,197,180,89,1995-08-26,Pointe-Claire,CAN,Quebec,1,0,0,0,1
